"Unicode.Code.Point.s.","Emoji","Description","Translated"
"U+1F9D1 U+1F3FF U+200D U+1F680","🧑🏿‍🚀","Astronaut: Dark Skin Tone","Astronot: Koyu Cilt Tonu"
"U+1F468 U+1F3FB U+200D U+1F680","👨🏻‍🚀","Man Astronaut: Light Skin Tone","Erkek Astronot: Açık Cilt Tonu"
"U+1F468 U+1F3FC U+200D U+1F680","👨🏼‍🚀","Man Astronaut: Medium-Light Skin Tone","Erkek Astronot: Orta Açık Cilt Tonu"
"U+1F468 U+1F3FD U+200D U+1F680","👨🏽‍🚀","Man Astronaut: Medium Skin Tone","Erkek Astronot: Orta Cilt Tonu"
"U+1F468 U+1F3FE U+200D U+1F680","👨🏾‍🚀","Man Astronaut: Medium-Dark Skin Tone","Erkek Astronot: Orta Koyu Cilt Tonu"
"U+1F468 U+1F3FF U+200D U+1F680","👨🏿‍🚀","Man Astronaut: Dark Skin Tone","Erkek Astronot: Koyu Cilt Tonu"
"U+1F469 U+1F3FB U+200D U+1F680","👩🏻‍🚀","Woman Astronaut: Light Skin Tone","Kadın Astronot: Açık Cilt Tonu"
"U+1F469 U+1F3FC U+200D U+1F680","👩🏼‍🚀","Woman Astronaut: Medium-Light Skin Tone","Kadın Astronot: Orta Açık Cilt Tonu"
"U+1F469 U+1F3FD U+200D U+1F680","👩🏽‍🚀","Woman Astronaut: Medium Skin Tone","Kadın Astronot: Orta Cilt Tonu"
"U+1F469 U+1F3FE U+200D U+1F680","👩🏾‍🚀","Woman Astronaut: Medium-Dark Skin Tone","Kadın Astronot: Orta Koyu Cilt Tonu"
"U+1F469 U+1F3FF U+200D U+1F680","👩🏿‍🚀","Woman Astronaut: Dark Skin Tone","Kadın Astronot: Koyu Cilt Tonu"
"U+1F9D1 U+1F3FB U+200D U+1F692","🧑🏻‍🚒","Firefighter: Light Skin Tone","İtfaiyeci: Açık Cilt Tonu"
"U+1F9D1 U+1F3FC U+200D U+1F692","🧑🏼‍🚒","Firefighter: Medium-Light Skin Tone","İtfaiyeci: Orta Açık Cilt Tonu"
"U+1F9D1 U+1F3FD U+200D U+1F692","🧑🏽‍🚒","Firefighter: Medium Skin Tone","İtfaiyeci: Orta Cilt Tonu"
"U+1F9D1 U+1F3FE U+200D U+1F692","🧑🏾‍🚒","Firefighter: Medium-Dark Skin Tone","İtfaiyeci: Orta Koyu Cilt Tonu"
"U+1F9D1 U+1F3FF U+200D U+1F692","🧑🏿‍🚒","Firefighter: Dark Skin Tone","İtfaiyeci: Koyu Cilt Tonu"
"U+1F468 U+1F3FB U+200D U+1F692","👨🏻‍🚒","Man Firefighter: Light Skin Tone","Erkek İtfaiyeci: Açık Cilt Tonu"
"U+1F468 U+1F3FC U+200D U+1F692","👨🏼‍🚒","Man Firefighter: Medium-Light Skin Tone","Erkek İtfaiyeci: Orta Açık Cilt Tonu"
"U+1F468 U+1F3FD U+200D U+1F692","👨🏽‍🚒","Man Firefighter: Medium Skin Tone","Erkek İtfaiyeci: Orta Cilt Tonu"
"U+1F468 U+1F3FE U+200D U+1F692","👨🏾‍🚒","Man Firefighter: Medium-Dark Skin Tone","Erkek İtfaiyeci: Orta Koyu Cilt Tonu"
"U+1F468 U+1F3FF U+200D U+1F692","👨🏿‍🚒","Man Firefighter: Dark Skin Tone","Erkek İtfaiyeci: Koyu Cilt Tonu"
"U+1F469 U+1F3FB U+200D U+1F692","👩🏻‍🚒","Woman Firefighter: Light Skin Tone","Kadın İtfaiyeci: Açık Cilt Tonu"
"U+1F469 U+1F3FC U+200D U+1F692","👩🏼‍🚒","Woman Firefighter: Medium-Light Skin Tone","Kadın İtfaiyeci: Orta Açık Cilt Tonu"
"U+1F469 U+1F3FD U+200D U+1F692","👩🏽‍🚒","Woman Firefighter: Medium Skin Tone","Kadın İtfaiyeci: Orta Cilt Tonu"
"U+1F469 U+1F3FE U+200D U+1F692","👩🏾‍🚒","Woman Firefighter: Medium-Dark Skin Tone","Kadın İtfaiyeci: Orta Koyu Cilt Tonu"
"U+1F469 U+1F3FF U+200D U+1F692","👩🏿‍🚒","Woman Firefighter: Dark Skin Tone","Kadın İtfaiyeci: Koyu Cilt Tonu"
"U+1F46E U+1F3FB","👮🏻","Police Officer: Light Skin Tone","Polis Memuru: Açık Cilt Tonu"
"U+1F46E U+1F3FC","👮🏼","Police Officer: Medium-Light Skin Tone","Polis Memuru: Orta Açık Cilt Tonu"
"U+1F46E U+1F3FD","👮🏽","Police Officer: Medium Skin Tone","Polis Memuru: Orta Cilt Tonu"
"U+1F46E U+1F3FE","👮🏾","Police Officer: Medium-Dark Skin Tone","Polis Memuru: Orta Koyu Cilt Tonu"
"U+1F46E U+1F3FF","👮🏿","Police Officer: Dark Skin Tone","Polis Memuru: Koyu Cilt Tonu"
"U+1F46E U+1F3FB U+200D U+2642 U+FE0F","👮🏻‍♂️","Man Police Officer: Light Skin Tone","Erkek Polis Memuru: Açık Cilt Tonu"
"U+1F46E U+1F3FC U+200D U+2642 U+FE0F","👮🏼‍♂️","Man Police Officer: Medium-Light Skin Tone","Erkek Polis Memuru: Orta Açık Cilt Tonu"
"U+1F46E U+1F3FD U+200D U+2642 U+FE0F","👮🏽‍♂️","Man Police Officer: Medium Skin Tone","Erkek Polis Memuru: Orta Cilt Tonu"
"U+1F46E U+1F3FE U+200D U+2642 U+FE0F","👮🏾‍♂️","Man Police Officer: Medium-Dark Skin Tone","Erkek Polis Memuru: Orta Koyu Cilt Tonu"
"U+1F46E U+1F3FF U+200D U+2642 U+FE0F","👮🏿‍♂️","Man Police Officer: Dark Skin Tone","Erkek Polis Memuru: Koyu Cilt Tonu"
"U+1F46E U+1F3FB U+200D U+2640 U+FE0F","👮🏻‍♀️","Woman Police Officer: Light Skin Tone","Kadın Polis Memuru: Açık Cilt Tonu"
"U+1F46E U+1F3FC U+200D U+2640 U+FE0F","👮🏼‍♀️","Woman Police Officer: Medium-Light Skin Tone","Kadın Polis Memuru: Orta Açık Cilt Tonu"
"U+1F46E U+1F3FD U+200D U+2640 U+FE0F","👮🏽‍♀️","Woman Police Officer: Medium Skin Tone","Kadın Polis Memuru: Orta Cilt Tonu"
"U+1F46E U+1F3FE U+200D U+2640 U+FE0F","👮🏾‍♀️","Woman Police Officer: Medium-Dark Skin Tone","Kadın Polis Memuru: Orta Koyu Cilt Tonu"
"U+1F46E U+1F3FF U+200D U+2640 U+FE0F","👮🏿‍♀️","Woman Police Officer: Dark Skin Tone","Kadın Polis Memuru: Koyu Cilt Tonu"
"U+1F575 U+1F3FB","🕵🏻","Detective: Light Skin Tone","Dedektif: Açık Cilt Tonu"
"U+1F575 U+1F3FC","🕵🏼","Detective: Medium-Light Skin Tone","Dedektif: Orta Açık Cilt Tonu"
"U+1F575 U+1F3FD","🕵🏽","Detective: Medium Skin Tone","Dedektif: Orta Cilt Tonu"
"U+1F575 U+1F3FE","🕵🏾","Detective: Medium-Dark Skin Tone","Dedektif: Orta-Koyu Cilt Tonu"
"U+1F575 U+1F3FF","🕵🏿","Detective: Dark Skin Tone","Dedektif: Koyu Cilt Tonu"
"U+1F575 U+1F3FB U+200D U+2642 U+FE0F","🕵🏻‍♂️","Man Detective: Light Skin Tone","Erkek Dedektif: Açık Cilt Tonu"
"U+1F575 U+1F3FC U+200D U+2642 U+FE0F","🕵🏼‍♂️","Man Detective: Medium-Light Skin Tone","Erkek Dedektif: Orta Açık Cilt Tonu"
"U+1F575 U+1F3FD U+200D U+2642 U+FE0F","🕵🏽‍♂️","Man Detective: Medium Skin Tone","Erkek Dedektif: Orta Cilt Tonu"
"U+1F575 U+1F3FE U+200D U+2642 U+FE0F","🕵🏾‍♂️","Man Detective: Medium-Dark Skin Tone","Erkek Dedektif: Orta Koyu Cilt Tonu"
"U+1F575 U+1F3FF U+200D U+2642 U+FE0F","🕵🏿‍♂️","Man Detective: Dark Skin Tone","Erkek Dedektif: Koyu Cilt Tonu"
"U+1F575 U+1F3FB U+200D U+2640 U+FE0F","🕵🏻‍♀️","Woman Detective: Light Skin Tone","Kadın Dedektif: Açık Cilt Tonu"
"U+1F575 U+1F3FC U+200D U+2640 U+FE0F","🕵🏼‍♀️","Woman Detective: Medium-Light Skin Tone","Kadın Dedektif: Orta Açık Cilt Tonu"
"U+1F575 U+1F3FD U+200D U+2640 U+FE0F","🕵🏽‍♀️","Woman Detective: Medium Skin Tone","Kadın Dedektif: Orta Cilt Tonu"
"U+1F575 U+1F3FE U+200D U+2640 U+FE0F","🕵🏾‍♀️","Woman Detective: Medium-Dark Skin Tone","Kadın Dedektif: Orta Koyu Cilt Tonu"
"U+1F575 U+1F3FF U+200D U+2640 U+FE0F","🕵🏿‍♀️","Woman Detective: Dark Skin Tone","Kadın Dedektif: Koyu Cilt Tonu"
"U+1F482 U+1F3FB","💂🏻","Guard: Light Skin Tone","Koruma: Açık Cilt Tonu"
"U+1F482 U+1F3FC","💂🏼","Guard: Medium-Light Skin Tone","Koruma: Orta Açık Cilt Tonu"
"U+1F482 U+1F3FD","💂🏽","Guard: Medium Skin Tone","Koruma: Orta Cilt Tonu"
"U+1F482 U+1F3FE","💂🏾","Guard: Medium-Dark Skin Tone","Koruma: Orta-Koyu Cilt Tonu"
"U+1F482 U+1F3FF","💂🏿","Guard: Dark Skin Tone","Koruma: Koyu Cilt Tonu"
"U+1F482 U+1F3FB U+200D U+2642 U+FE0F","💂🏻‍♂️","Man Guard: Light Skin Tone","Adam Muhafız: Açık Cilt Tonu"
"U+1F482 U+1F3FC U+200D U+2642 U+FE0F","💂🏼‍♂️","Man Guard: Medium-Light Skin Tone","Man Guard: Orta Açık Cilt Tonu"
"U+1F482 U+1F3FD U+200D U+2642 U+FE0F","💂🏽‍♂️","Man Guard: Medium Skin Tone","Adam Koruma: Orta Cilt Tonu"
"U+1F482 U+1F3FE U+200D U+2642 U+FE0F","💂🏾‍♂️","Man Guard: Medium-Dark Skin Tone","Man Guard: Orta Koyu Cilt Tonu"
"U+1F482 U+1F3FF U+200D U+2642 U+FE0F","💂🏿‍♂️","Man Guard: Dark Skin Tone","Adam Muhafız: Koyu Cilt Tonu"
"U+1F482 U+1F3FB U+200D U+2640 U+FE0F","💂🏻‍♀️","Woman Guard: Light Skin Tone","Kadın Muhafız: Açık Cilt Tonu"
"U+1F482 U+1F3FC U+200D U+2640 U+FE0F","💂🏼‍♀️","Woman Guard: Medium-Light Skin Tone","Kadın Muhafız: Orta Açık Cilt Tonu"
"U+1F482 U+1F3FD U+200D U+2640 U+FE0F","💂🏽‍♀️","Woman Guard: Medium Skin Tone","Kadın Muhafız: Orta Cilt Tonu"
"U+1F482 U+1F3FE U+200D U+2640 U+FE0F","💂🏾‍♀️","Woman Guard: Medium-Dark Skin Tone","Kadın Muhafız: Orta Koyu Cilt Tonu"
"U+1F482 U+1F3FF U+200D U+2640 U+FE0F","💂🏿‍♀️","Woman Guard: Dark Skin Tone","Kadın Muhafız: Koyu Cilt Tonu"
"U+1F977 U+1F3FB","🥷🏻","Ninja: Light Skin Tone","Ninja: Açık Cilt Tonu"
"U+1F977 U+1F3FC","🥷🏼","Ninja: Medium-Light Skin Tone","Ninja: Orta Açık Cilt Tonu"
"U+1F977 U+1F3FD","🥷🏽","Ninja: Medium Skin Tone","Ninja: Orta Cilt Tonu"
"U+1F977 U+1F3FE","🥷🏾","Ninja: Medium-Dark Skin Tone","Ninja: Orta-Koyu Cilt Tonu"
"U+1F977 U+1F3FF","🥷🏿","Ninja: Dark Skin Tone","Ninja: Koyu Cilt Tonu"
"U+1F477 U+1F3FB","👷🏻","Construction Worker: Light Skin Tone","İnşaat İşçisi: Açık Cilt Tonu"
"U+1F477 U+1F3FC","👷🏼","Construction Worker: Medium-Light Skin Tone","İnşaat İşçisi: Orta Açık Cilt Tonu"
"U+1F477 U+1F3FD","👷🏽","Construction Worker: Medium Skin Tone","İnşaat İşçisi: Orta Cilt Tonu"
"U+1F477 U+1F3FE","👷🏾","Construction Worker: Medium-Dark Skin Tone","İnşaat İşçisi: Orta Koyu Cilt Tonu"
"U+1F477 U+1F3FF","👷🏿","Construction Worker: Dark Skin Tone","İnşaat İşçisi: Koyu Cilt Tonu"
"U+1F477 U+1F3FB U+200D U+2642 U+FE0F","👷🏻‍♂️","Man Construction Worker: Light Skin Tone","Erkek İnşaat İşçisi: Açık Cilt Tonu"
"U+1F477 U+1F3FC U+200D U+2642 U+FE0F","👷🏼‍♂️","Man Construction Worker: Medium-Light Skin Tone","Erkek İnşaat İşçisi: Orta Açık Cilt Tonu"
"U+1F477 U+1F3FD U+200D U+2642 U+FE0F","👷🏽‍♂️","Man Construction Worker: Medium Skin Tone","Erkek İnşaat İşçisi: Orta Cilt Tonu"
"U+1F477 U+1F3FE U+200D U+2642 U+FE0F","👷🏾‍♂️","Man Construction Worker: Medium-Dark Skin Tone","Erkek İnşaat İşçisi: Orta Koyu Cilt Tonu"
"U+1F477 U+1F3FF U+200D U+2642 U+FE0F","👷🏿‍♂️","Man Construction Worker: Dark Skin Tone","Erkek İnşaat İşçisi: Koyu Cilt Tonu"
"U+1F477 U+1F3FB U+200D U+2640 U+FE0F","👷🏻‍♀️","Woman Construction Worker: Light Skin Tone","Kadın İnşaat İşçisi: Açık Cilt Tonu"
"U+1F477 U+1F3FC U+200D U+2640 U+FE0F","👷🏼‍♀️","Woman Construction Worker: Medium-Light Skin Tone","Kadın İnşaat İşçisi: Orta Açık Cilt Tonu"
"U+1F477 U+1F3FD U+200D U+2640 U+FE0F","👷🏽‍♀️","Woman Construction Worker: Medium Skin Tone","Kadın İnşaat İşçisi: Orta Cilt Tonu"
"U+1F477 U+1F3FE U+200D U+2640 U+FE0F","👷🏾‍♀️","Woman Construction Worker: Medium-Dark Skin Tone","Kadın İnşaat İşçisi: Orta Koyu Cilt Tonu"
"U+1F477 U+1F3FF U+200D U+2640 U+FE0F","👷🏿‍♀️","Woman Construction Worker: Dark Skin Tone","Kadın İnşaat İşçisi: Koyu Cilt Tonu"
"U+1FAC5 U+1F3FB","🫅🏻","Person With Crown: Light Skin Tone","Taçlı Kişi: Açık Cilt Tonu"
"U+1FAC5 U+1F3FC","🫅🏼","Person With Crown: Medium-Light Skin Tone","Taçlı Kişi: Orta Açık Cilt Tonu"
"U+1FAC5 U+1F3FD","🫅🏽","Person With Crown: Medium Skin Tone","Taçlı Kişi: Orta Cilt Tonu"
"U+1FAC5 U+1F3FE","🫅🏾","Person With Crown: Medium-Dark Skin Tone","Taçlı Kişi: Orta-Koyu Cilt Tonu"
"U+1FAC5 U+1F3FF","🫅🏿","Person With Crown: Dark Skin Tone","Taçlı Kişi: Koyu Cilt Tonu"
"U+1F934 U+1F3FB","🤴🏻","Prince: Light Skin Tone","Prens: Açık Cilt Tonu"
"U+1F934 U+1F3FC","🤴🏼","Prince: Medium-Light Skin Tone","Prens: Orta Açık Cilt Tonu"
"U+1F934 U+1F3FD","🤴🏽","Prince: Medium Skin Tone","Prens: Orta Cilt Tonu"
"U+1F934 U+1F3FE","🤴🏾","Prince: Medium-Dark Skin Tone","Prens: Orta-Koyu Cilt Tonu"
"U+1F934 U+1F3FF","🤴🏿","Prince: Dark Skin Tone","Prens: Koyu Cilt Tonu"
"U+1F478 U+1F3FB","👸🏻","Princess: Light Skin Tone","Prenses: Açık Cilt Tonu"
"U+1F478 U+1F3FC","👸🏼","Princess: Medium-Light Skin Tone","Prenses: Orta Açık Cilt Tonu"
"U+1F478 U+1F3FD","👸🏽","Princess: Medium Skin Tone","Prenses: Orta Cilt Tonu"
"U+1F478 U+1F3FE","👸🏾","Princess: Medium-Dark Skin Tone","Prenses: Orta Koyu Cilt Tonu"
"U+1F478 U+1F3FF","👸🏿","Princess: Dark Skin Tone","Prenses: Koyu Cilt Tonu"
"U+1F473 U+1F3FB","👳🏻","Person Wearing Turban: Light Skin Tone","Türban Takan Kişi: Açık Cilt Tonu"
"U+1F473 U+1F3FC","👳🏼","Person Wearing Turban: Medium-Light Skin Tone","Türban Takan Kişi: Orta Açık Cilt Tonu"
"U+1F473 U+1F3FD","👳🏽","Person Wearing Turban: Medium Skin Tone","Türban Takan Kişi: Orta Cilt Tonu"
"U+1F473 U+1F3FE","👳🏾","Person Wearing Turban: Medium-Dark Skin Tone","Türban Takan Kişi: Orta Koyu Cilt Tonu"
"U+1F473 U+1F3FF","👳🏿","Person Wearing Turban: Dark Skin Tone","Türban Takan Kişi: Koyu Cilt Tonu"
"U+1F473 U+1F3FB U+200D U+2642 U+FE0F","👳🏻‍♂️","Man Wearing Turban: Light Skin Tone","Türban Takan Erkek: Açık Cilt Tonu"
"U+1F473 U+1F3FC U+200D U+2642 U+FE0F","👳🏼‍♂️","Man Wearing Turban: Medium-Light Skin Tone","Türban Takan Erkek: Orta Açık Cilt Tonu"
"U+1F473 U+1F3FD U+200D U+2642 U+FE0F","👳🏽‍♂️","Man Wearing Turban: Medium Skin Tone","Türban Takan Erkek: Orta Cilt Tonu"
"U+1F473 U+1F3FE U+200D U+2642 U+FE0F","👳🏾‍♂️","Man Wearing Turban: Medium-Dark Skin Tone","Türban Takan Erkek: Orta Koyu Cilt Tonu"
"U+1F473 U+1F3FF U+200D U+2642 U+FE0F","👳🏿‍♂️","Man Wearing Turban: Dark Skin Tone","Türban Takan Erkek: Koyu Cilt Tonu"
"U+1F473 U+1F3FB U+200D U+2640 U+FE0F","👳🏻‍♀️","Woman Wearing Turban: Light Skin Tone","Türban Takan Kadın: Açık Cilt Tonu"
"U+1F473 U+1F3FC U+200D U+2640 U+FE0F","👳🏼‍♀️","Woman Wearing Turban: Medium-Light Skin Tone","Türban Takan Kadın: Orta Açık Cilt Tonu"
"U+1F473 U+1F3FD U+200D U+2640 U+FE0F","👳🏽‍♀️","Woman Wearing Turban: Medium Skin Tone","Türban Takan Kadın: Orta Cilt Tonu"
"U+1F473 U+1F3FE U+200D U+2640 U+FE0F","👳🏾‍♀️","Woman Wearing Turban: Medium-Dark Skin Tone","Türban Takan Kadın: Orta Koyu Cilt Tonu"
"U+1F473 U+1F3FF U+200D U+2640 U+FE0F","👳🏿‍♀️","Woman Wearing Turban: Dark Skin Tone","Türban Takan Kadın: Koyu Cilt Tonu"
"U+1F472 U+1F3FB","👲🏻","Person With Skullcap: Light Skin Tone","Takkeli Kişi: Açık Cilt Tonu"
"U+1F472 U+1F3FC","👲🏼","Person With Skullcap: Medium-Light Skin Tone","Kafatası Giyen Kişi: Orta Açık Cilt Tonu"
"U+1F472 U+1F3FD","👲🏽","Person With Skullcap: Medium Skin Tone","Takkeli Kişi: Orta Cilt Tonu"
"U+1F472 U+1F3FE","👲🏾","Person With Skullcap: Medium-Dark Skin Tone","Kafatası Giyen Kişi: Orta-Koyu Cilt Tonu"
"U+1F472 U+1F3FF","👲🏿","Person With Skullcap: Dark Skin Tone","Kafatası Giyen Kişi: Koyu Cilt Tonu"
"U+1F9D5 U+1F3FB","🧕🏻","Woman With Headscarf: Light Skin Tone","Başörtülü Kadın: Açık Cilt Tonu"
"U+1F9D5 U+1F3FC","🧕🏼","Woman With Headscarf: Medium-Light Skin Tone","Başörtülü Kadın: Orta Açık Cilt Tonu"
"U+1F9D5 U+1F3FD","🧕🏽","Woman With Headscarf: Medium Skin Tone","Başörtülü Kadın: Orta Cilt Tonu"
"U+1F9D5 U+1F3FE","🧕🏾","Woman With Headscarf: Medium-Dark Skin Tone","Başörtülü Kadın: Orta Koyu Cilt Tonu"
"U+1F9D5 U+1F3FF","🧕🏿","Woman With Headscarf: Dark Skin Tone","Başörtülü Kadın: Koyu Cilt Tonu"
"U+1F935 U+1F3FB","🤵🏻","Person In Tuxedo: Light Skin Tone","Smokinli Kişi: Açık Cilt Tonu"
"U+1F935 U+1F3FC","🤵🏼","Person In Tuxedo: Medium-Light Skin Tone","Smokinli Kişi: Orta Açık Cilt Tonu"
"U+1F935 U+1F3FD","🤵🏽","Person In Tuxedo: Medium Skin Tone","Smokinli Kişi: Orta Cilt Tonu"
"U+1F935 U+1F3FE","🤵🏾","Person In Tuxedo: Medium-Dark Skin Tone","Smokinli Kişi: Orta Koyu Cilt Tonu"
"U+1F935 U+1F3FF","🤵🏿","Person In Tuxedo: Dark Skin Tone","Smokinli Kişi: Koyu Cilt Tonu"
"U+1F935 U+1F3FB U+200D U+2642 U+FE0F","🤵🏻‍♂️","Man In Tuxedo: Light Skin Tone","Smokinli Adam: Açık Cilt Tonu"
"U+1F935 U+1F3FC U+200D U+2642 U+FE0F","🤵🏼‍♂️","Man In Tuxedo: Medium-Light Skin Tone","Smokinli Adam: Orta Açık Cilt Tonu"
"U+1F935 U+1F3FD U+200D U+2642 U+FE0F","🤵🏽‍♂️","Man In Tuxedo: Medium Skin Tone","Smokinli Adam: Orta Cilt Tonu"
"U+1F935 U+1F3FE U+200D U+2642 U+FE0F","🤵🏾‍♂️","Man In Tuxedo: Medium-Dark Skin Tone","Smokinli Adam: Orta Koyu Cilt Tonu"
"U+1F935 U+1F3FF U+200D U+2642 U+FE0F","🤵🏿‍♂️","Man In Tuxedo: Dark Skin Tone","Smokinli Adam: Koyu Cilt Tonu"
"U+1F935 U+1F3FB U+200D U+2640 U+FE0F","🤵🏻‍♀️","Woman In Tuxedo: Light Skin Tone","Smokinli Kadın: Açık Cilt Tonu"
"U+1F935 U+1F3FC U+200D U+2640 U+FE0F","🤵🏼‍♀️","Woman In Tuxedo: Medium-Light Skin Tone","Smokinli Kadın: Orta Açık Cilt Tonu"
"U+1F935 U+1F3FD U+200D U+2640 U+FE0F","🤵🏽‍♀️","Woman In Tuxedo: Medium Skin Tone","Smokinli Kadın: Orta Cilt Tonu"
"U+1F935 U+1F3FE U+200D U+2640 U+FE0F","🤵🏾‍♀️","Woman In Tuxedo: Medium-Dark Skin Tone","Smokinli Kadın: Orta Koyu Cilt Tonu"
"U+1F935 U+1F3FF U+200D U+2640 U+FE0F","🤵🏿‍♀️","Woman In Tuxedo: Dark Skin Tone","Smokinli Kadın: Koyu Cilt Tonu"
"U+1F470 U+1F3FB","👰🏻","Person With Veil: Light Skin Tone","Peçeli Kişi: Açık Cilt Tonu"
"U+1F470 U+1F3FC","👰🏼","Person With Veil: Medium-Light Skin Tone","Peçeli Kişi: Orta Açık Cilt Tonu"
"U+1F470 U+1F3FD","👰🏽","Person With Veil: Medium Skin Tone","Peçeli Kişi: Orta Cilt Tonu"
"U+1F470 U+1F3FE","👰🏾","Person With Veil: Medium-Dark Skin Tone","Peçeli Kişi: Orta-Koyu Cilt Tonu"
"U+1F470 U+1F3FF","👰🏿","Person With Veil: Dark Skin Tone","Peçeli Kişi: Koyu Cilt Tonu"
"U+1F470 U+1F3FB U+200D U+2642 U+FE0F","👰🏻‍♂️","Man With Veil: Light Skin Tone","Peçeli Adam: Açık Cilt Tonu"
"U+1F470 U+1F3FC U+200D U+2642 U+FE0F","👰🏼‍♂️","Man With Veil: Medium-Light Skin Tone","Peçeli Adam: Orta Açık Cilt Tonu"
"U+1F470 U+1F3FD U+200D U+2642 U+FE0F","👰🏽‍♂️","Man With Veil: Medium Skin Tone","Peçeli Adam: Orta Cilt Tonu"
"U+1F470 U+1F3FE U+200D U+2642 U+FE0F","👰🏾‍♂️","Man With Veil: Medium-Dark Skin Tone","Peçeli Adam: Orta Koyu Cilt Tonu"
"U+1F470 U+1F3FF U+200D U+2642 U+FE0F","👰🏿‍♂️","Man With Veil: Dark Skin Tone","Peçeli Adam: Koyu Cilt Tonu"
"U+1F470 U+1F3FB U+200D U+2640 U+FE0F","👰🏻‍♀️","Woman With Veil: Light Skin Tone","Peçeli Kadın: Açık Cilt Tonu"
"U+1F470 U+1F3FC U+200D U+2640 U+FE0F","👰🏼‍♀️","Woman With Veil: Medium-Light Skin Tone","Peçeli Kadın: Orta Açık Cilt Tonu"
"U+1F470 U+1F3FD U+200D U+2640 U+FE0F","👰🏽‍♀️","Woman With Veil: Medium Skin Tone","Peçeli Kadın: Orta Cilt Tonu"
"U+1F470 U+1F3FE U+200D U+2640 U+FE0F","👰🏾‍♀️","Woman With Veil: Medium-Dark Skin Tone","Peçeli Kadın: Orta Koyu Cilt Tonu"
"U+1F470 U+1F3FF U+200D U+2640 U+FE0F","👰🏿‍♀️","Woman With Veil: Dark Skin Tone","Peçeli Kadın: Koyu Cilt Tonu"
"U+1F930 U+1F3FB","🤰🏻","Pregnant Woman: Light Skin Tone","Hamile Kadın: Açık Cilt Tonu"
"U+1F930 U+1F3FC","🤰🏼","Pregnant Woman: Medium-Light Skin Tone","Hamile Kadın: Orta Açık Cilt Tonu"
"U+1F930 U+1F3FD","🤰🏽","Pregnant Woman: Medium Skin Tone","Hamile Kadın: Orta Cilt Tonu"
"U+1F930 U+1F3FE","🤰🏾","Pregnant Woman: Medium-Dark Skin Tone","Hamile Kadın: Orta Koyu Cilt Tonu"
"U+1F930 U+1F3FF","🤰🏿","Pregnant Woman: Dark Skin Tone","Hamile Kadın: Koyu Cilt Tonu"
"U+1FAC3 U+1F3FB","🫃🏻","Pregnant Man: Light Skin Tone","Hamile Adam: Açık Cilt Tonu"
"U+1FAC3 U+1F3FC","🫃🏼","Pregnant Man: Medium-Light Skin Tone","Hamile Adam: Orta Açık Cilt Tonu"
"U+1FAC3 U+1F3FD","🫃🏽","Pregnant Man: Medium Skin Tone","Hamile Adam: Orta Cilt Tonu"
"U+1FAC3 U+1F3FE","🫃🏾","Pregnant Man: Medium-Dark Skin Tone","Hamile Adam: Orta Koyu Cilt Tonu"
"U+1FAC3 U+1F3FF","🫃🏿","Pregnant Man: Dark Skin Tone","Hamile Adam: Koyu Cilt Tonu"
"U+1FAC4 U+1F3FB","🫄🏻","Pregnant Person: Light Skin Tone","Hamile Kişi: Açık Cilt Tonu"
"U+1FAC4 U+1F3FC","🫄🏼","Pregnant Person: Medium-Light Skin Tone","Hamile Kişi: Orta Açık Cilt Tonu"
"U+1FAC4 U+1F3FD","🫄🏽","Pregnant Person: Medium Skin Tone","Hamile Kişi: Orta Cilt Tonu"
"U+1FAC4 U+1F3FE","🫄🏾","Pregnant Person: Medium-Dark Skin Tone","Hamile Kişi: Orta-Koyu Cilt Tonu"
"U+1FAC4 U+1F3FF","🫄🏿","Pregnant Person: Dark Skin Tone","Hamile Kişi: Koyu Cilt Tonu"
"U+1F931 U+1F3FB","🤱🏻","Breast-Feeding: Light Skin Tone","Emzirme: Açık Cilt Tonu"
"U+1F931 U+1F3FC","🤱🏼","Breast-Feeding: Medium-Light Skin Tone","Emzirme: Orta Açık Cilt Tonu"
"U+1F931 U+1F3FD","🤱🏽","Breast-Feeding: Medium Skin Tone","Emzirme: Orta Cilt Tonu"
"U+1F931 U+1F3FE","🤱🏾","Breast-Feeding: Medium-Dark Skin Tone","Emzirme: Orta-Koyu Cilt Tonu"
"U+1F931 U+1F3FF","🤱🏿","Breast-Feeding: Dark Skin Tone","Emzirme: Koyu Cilt Tonu"
"U+1F469 U+1F3FB U+200D U+1F37C","👩🏻‍🍼","Woman Feeding Baby: Light Skin Tone","Bebeği Emziren Kadın: Açık Cilt Tonu"
"U+1F469 U+1F3FC U+200D U+1F37C","👩🏼‍🍼","Woman Feeding Baby: Medium-Light Skin Tone","Bebeği Emziren Kadın: Orta Açık Cilt Tonu"
"U+1F469 U+1F3FD U+200D U+1F37C","👩🏽‍🍼","Woman Feeding Baby: Medium Skin Tone","Bebeği Emziren Kadın: Orta Cilt Tonu"
"U+1F469 U+1F3FE U+200D U+1F37C","👩🏾‍🍼","Woman Feeding Baby: Medium-Dark Skin Tone","Bebeği Emziren Kadın: Orta Koyu Cilt Tonu"
"U+1F469 U+1F3FF U+200D U+1F37C","👩🏿‍🍼","Woman Feeding Baby: Dark Skin Tone","Bebeği Emziren Kadın: Koyu Cilt Tonu"
